公告-yuanzl77,#genre#
CCTV10,http://123.118.53.84:45237/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路7】
CCTV10,http://120.237.39.10:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
CCTV10,http://111.59.24.227:8181/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路9】
CCTV10,http://219.147.245.238:25480/newlive/live/hls/11/live.m3u8$LR—IPV4【线路10】
CCTV10,http://1.192.153.44:9901/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
CCTV10,http://218.1.138.153:9003/hls/10/index.m3u8$LR—IPV4【线路12】
CCTV10,http://61.240.38.227:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路13】
CCTV10,http://113.57.140.161:10081/newlive/live/hls/11/live.m3u8$LR—IPV4【线路14】
CCTV10,http://58.210.139.130:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路15】
CCTV10,http://171.38.148.188:9003/hls/10/index.m3u8$LR—IPV4【线路16】
CCTV10,http://112.234.22.76:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路17】
CCTV10,http://116.113.73.240:9901/tsfile/live/1032_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路18】
CCTV11,http://112.30.73.119:229/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV11,http://112.123.243.37:50085/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路2】
CCTV11,http://119.166.53.110:9901/tsfile/live/0002_12.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV11,http://113.90.154.189:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
CCTV11,http://123.118.55.165:45237/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CCTV11,http://123.118.53.84:45237/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
CCTV11,http://120.237.39.10:9901/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
CCTV11,http://111.59.24.227:8181/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路8】
CCTV11,http://219.147.245.238:25480/newlive/live/hls/12/live.m3u8$LR—IPV4【线路9】
CCTV11,http://1.192.153.44:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
CCTV11,http://139.227.21.22:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
CCTV11,http://218.1.138.153:9003/hls/11/index.m3u8$LR—IPV4【线路12】
CCTV11,http://113.57.140.161:10081/newlive/live/hls/12/live.m3u8$LR—IPV4【线路13】
CCTV11,http://58.210.139.130:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路14】
CCTV11,http://118.122.144.115:8888/newlive/live/hls/12/live.m3u8$LR—IPV4【线路15】
CCTV11,http://171.38.148.188:9003/hls/11/index.m3u8$LR—IPV4【线路16】
CCTV11,http://116.113.73.240:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路17】
CCTV12,http://112.30.73.119:229/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV12,http://112.123.243.37:50085/tsfile/live/0013_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路2】
CCTV12,http://119.166.53.110:9901/tsfile/live/0002_13.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV12,http://113.90.154.189:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
CCTV12,http://221.7.175.154:8445/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CCTV12,http://123.118.55.165:45237/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
CCTV12,http://123.118.53.84:45237/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路7】
CCTV12,http://120.198.95.220:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
CCTV12,http://120.237.39.10:9901/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路9】
CCTV12,http://111.59.24.227:8181/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
CCTV12,http://219.147.245.238:25480/newlive/live/hls/13/live.m3u8$LR—IPV4【线路11】
CCTV12,http://139.227.21.22:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
CCTV12,http://218.1.138.153:9003/hls/12/index.m3u8$LR—IPV4【线路13】
CCTV12,http://61.240.38.227:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路14】
CCTV12,http://113.57.140.161:10081/newlive/live/hls/13/live.m3u8$LR—IPV4【线路15】
CCTV12,http://58.210.139.130:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路16】
CCTV12,http://118.122.144.115:8888/newlive/live/hls/13/live.m3u8$LR—IPV4【线路17】
CCTV12,http://171.38.148.188:9003/hls/190/index.m3u8$LR—IPV4【线路18】
CCTV12,http://171.38.148.188:9003/hls/12/index.m3u8$LR—IPV4【线路19】
CCTV12,http://116.113.73.240:9901/tsfile/live/1034_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路20】
CCTV12,http://120.40.39.246:352/newlive/live/hls/13/live.m3u8$LR—IPV4【线路21】
CCTV13,http://112.30.73.119:229/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV13,http://112.123.243.37:50085/tsfile/live/0014_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路2】
CCTV13,http://119.166.53.110:9901/tsfile/live/0002_14.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV13,http://113.90.154.189:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
CCTV13,http://221.7.175.154:8445/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CCTV13,http://123.118.55.165:45237/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
CCTV13,http://123.118.53.84:45237/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路7】
CCTV13,http://120.198.95.220:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
CCTV13,http://120.237.39.10:9901/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路9】
CCTV13,http://111.59.24.227:8181/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
CCTV13,http://219.147.245.238:25480/newlive/live/hls/14/live.m3u8$LR—IPV4【线路11】
CCTV13,http://139.227.21.22:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
CCTV13,http://218.1.138.153:9003/hls/13/index.m3u8$LR—IPV4【线路13】
CCTV13,http://61.240.38.227:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路14】
CCTV13,http://113.57.140.161:10081/newlive/live/hls/14/live.m3u8$LR—IPV4【线路15】
CCTV13,http://58.210.139.130:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路16】
CCTV13,http://118.122.144.115:8888/newlive/live/hls/14/live.m3u8$LR—IPV4【线路17】
CCTV13,http://171.38.148.188:9003/hls/13/index.m3u8$LR—IPV4【线路18】
CCTV13,http://112.234.22.76:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路19】
CCTV13,http://116.113.73.240:9901/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路20】
CCTV13,http://120.40.39.246:352/newlive/live/hls/14/live.m3u8$LR—IPV4【线路21】
CCTV14,http://112.30.73.119:229/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV14,http://112.123.243.37:50085/tsfile/live/0015_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路2】
CCTV14,http://119.166.53.110:9901/tsfile/live/0002_15.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV14,http://113.90.154.189:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
CCTV14,http://123.118.55.165:45237/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CCTV14,http://123.118.53.84:45237/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
CCTV14,http://120.198.95.220:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
CCTV14,http://120.237.39.10:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
CCTV14,http://111.59.24.227:8181/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路9】
CCTV14,http://219.147.245.238:25480/newlive/live/hls/15/live.m3u8$LR—IPV4【线路10】
CCTV14,http://139.227.21.22:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
CCTV14,http://113.57.140.161:10081/newlive/live/hls/15/live.m3u8$LR—IPV4【线路12】
CCTV14,http://58.210.139.130:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路13】
CCTV14,http://118.122.144.115:8888/newlive/live/hls/15/live.m3u8$LR—IPV4【线路14】
CCTV14,http://171.38.148.188:9003/hls/14/index.m3u8$LR—IPV4【线路15】
CCTV14,http://116.113.73.240:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路16】
CCTV14,http://120.40.39.246:352/newlive/live/hls/15/live.m3u8$LR—IPV4【线路17】
CCTV15,http://112.30.73.119:229/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV15,http://112.123.243.37:50085/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路2】
CCTV15,http://119.166.53.110:9901/tsfile/live/0002_16.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV15,http://113.90.154.189:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
CCTV15,http://123.118.55.165:45237/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CCTV15,http://123.118.53.84:45237/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
CCTV15,http://120.198.95.220:9901/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
CCTV15,http://111.59.24.227:8181/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路8】
CCTV15,http://219.147.245.238:25480/newlive/live/hls/16/live.m3u8$LR—IPV4【线路9】
CCTV15,http://139.227.21.22:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
CCTV15,http://113.57.140.161:10081/newlive/live/hls/16/live.m3u8$LR—IPV4【线路11】
CCTV15,http://58.210.139.130:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
CCTV15,http://118.122.144.115:8888/newlive/live/hls/16/live.m3u8$LR—IPV4【线路13】
CCTV15,http://171.38.148.188:9003/hls/15/index.m3u8$LR—IPV4【线路14】
CCTV15,http://112.234.22.76:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路15】
CCTV15,http://120.40.39.246:352/newlive/live/hls/16/live.m3u8$LR—IPV4【线路16】
CCTV16,http://219.147.245.238:25480/newlive/live/hls/17/live.m3u8$LR—IPV4【线路1】
CCTV16,http://113.57.140.161:10081/newlive/live/hls/17/live.m3u8$LR—IPV4【线路2】
CCTV16,http://118.122.144.115:8888/newlive/live/hls/17/live.m3u8$LR—IPV4【线路3】
CCTV16,http://171.38.148.188:9003/hls/16/index.m3u8$LR—IPV4【线路4】
CCTV17,http://113.90.154.189:9901/tsfile/live/0017_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CCTV17,http://221.7.175.154:8445/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
CCTV17,http://111.59.24.227:8181/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
CCTV17,http://171.38.148.188:9003/hls/17/index.m3u8$LR—IPV4【线路4】
CCTV17,http://112.234.22.76:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
CETV1,http://139.214.181.159:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CETV1,http://120.198.95.220:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路2】
CETV1,http://120.237.39.10:9901/tsfile/live/1039_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路3】
CETV1,http://47.100.209.208:20002/923287154$LR—IPV4【线路4】
CETV2,http://119.166.53.110:9901/tsfile/live/0002_51.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路1】
CETV2,http://47.100.209.208:20002/923287211$LR—IPV4【线路2】
CETV4,http://47.100.209.208:20002/923287339$LR—IPV4
广东频道,#genre#
广东珠江,http://120.198.95.220:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路1】
广东珠江,http://120.237.39.10:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路2】
广东珠江,http://171.38.148.188:9003/hls/39/index.m3u8$LR—IPV4【线路3】
广东珠江,http://r.jdshipin.com/sE5vO$LR—IPV4【线路4】
广东珠江,http://cdn2.163189.xyz/live/gdzj/stream.m3u8$LR—IPV4【线路5】
广东体育,http://120.198.95.220:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路1】
广东体育,http://120.198.95.220:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路2】
广东体育,http://120.237.39.10:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路3】
广东体育,http://120.237.39.10:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路4】
广东体育,http://171.38.148.188:9003/hls/37/index.m3u8$LR—IPV4【线路5】
广东体育,http://r.jdshipin.com/LiYdg$LR—IPV4【线路6】
广东体育,http://cdn2.163189.xyz/live/gdty/stream.m3u8$LR—IPV4【线路7】
广东体育,http://php.jdshipin.com/PLTV/iptv.php?id=gdty$LR—IPV4【线路8】
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty$LR—IPV4【线路9】
广东少儿,http://171.38.148.188:9003/hls/45/index.m3u8$LR—IPV4
广东影视,http://171.38.148.188:9003/hls/38/index.m3u8$LR—IPV4
经济科教,http://120.198.95.220:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路1】
经济科教,http://120.198.95.220:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路2】
经济科教,http://120.237.39.10:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路3】
经济科教,http://120.237.39.10:9901/tsfile/live/1069_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路4】
大湾区卫视,http://47.100.209.208:20002/608917627$LR—IPV4【线路1】
大湾区卫视,http://119.233.255.62:1234/608917627$LR—IPV4【线路2】
广州综合,https://tencentplaygsm.gztv.com/live/zonghes.m3u8?txTime=65797c44&amp%3BtxSecret=7e4590b2320037d7ce49ce9eac2dd6c0$LR—IPV4【线路1】
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=439b0fd2cf766b363c93a59cbcbe1370&txTime=18d00acf488$LR—IPV4【线路2】
广州综合,https://tencentplay.gztv.com/live/zonghes.m3u8?txSecret=f0147ae6453a80f5989f382368b72aad&txTime=18d00acf487$LR—IPV4【线路3】
广州综合,http://r.jdshipin.com/iR6Gq$LR—IPV4【线路4】
广州综合,http://r.jdshipin.com/snhya$LR—IPV4【线路5】
深圳卫视,http://112.123.243.37:50085/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
深圳卫视,http://119.166.53.110:9901/tsfile/live/0002_24.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
深圳卫视,http://113.90.154.189:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
深圳卫视,http://221.7.175.154:8445/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
深圳卫视,http://123.118.55.165:45237/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
深圳卫视,http://123.118.53.84:45237/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
深圳卫视,http://120.198.95.220:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
深圳卫视,http://120.237.39.10:9901/tsfile/live/1048_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
深圳卫视,http://111.59.24.227:8181/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路9】
深圳卫视,http://1.192.153.44:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
深圳卫视,http://139.227.21.22:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
深圳卫视,http://61.240.38.227:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
深圳卫视,http://113.57.140.161:10081/newlive/live/hls/37/live.m3u8$LR—IPV4【线路13】
深圳卫视,http://171.38.148.188:9003/hls/33/index.m3u8$LR—IPV4【线路14】
深圳卫视,http://112.234.22.76:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路15】
深圳卫视,http://120.40.39.246:352/newlive/live/hls/37/live.m3u8$LR—IPV4【线路16】
卫视频道,#genre#
湖南卫视,http://112.123.243.37:50085/tsfile/live/1002_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
湖南卫视,http://119.166.53.110:9901/tsfile/live/0002_18.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
湖南卫视,http://221.7.175.154:8445/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
湖南卫视,http://123.118.55.165:45237/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
湖南卫视,http://123.118.53.84:45237/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
湖南卫视,http://111.59.24.227:8181/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
湖南卫视,http://1.192.153.44:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路7】
湖南卫视,http://139.227.21.22:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路8】
湖南卫视,http://218.1.138.153:9003/hls/21/index.m3u8$LR—IPV4【线路9】
湖南卫视,http://61.240.38.227:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
湖南卫视,http://113.57.140.161:10081/newlive/live/hls/30/live.m3u8$LR—IPV4【线路11】
湖南卫视,http://118.122.144.115:8888/newlive/live/hls/30/live.m3u8$LR—IPV4【线路12】
湖南卫视,http://171.38.148.188:9003/hls/51/index.m3u8$LR—IPV4【线路13】
湖南卫视,http://120.40.39.246:352/newlive/live/hls/30/live.m3u8$LR—IPV4【线路14】
湖南卫视,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/Y2RuZXhfaWQ9YWxfaGxzX2xkdnQmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8$LR—IPV4【线路15】
湖南卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5199687338554291078_hlsb.m3u8$LR—IPV4【线路16】
浙江卫视,http://112.123.243.37:50085/tsfile/live/0019_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
浙江卫视,http://119.166.53.110:9901/tsfile/live/0002_19.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
浙江卫视,http://119.166.53.110:9901/tsfile/live/0002_58.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
浙江卫视,http://221.7.175.154:8445/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
浙江卫视,http://123.118.55.165:45237/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
浙江卫视,http://123.118.53.84:45237/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
浙江卫视,http://120.198.95.220:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
浙江卫视,http://120.237.39.10:9901/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
浙江卫视,http://111.59.24.227:8181/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路9】
浙江卫视,http://111.59.24.227:8181/tsfile/live/0124_2.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
浙江卫视,http://139.227.21.22:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
浙江卫视,http://61.240.38.227:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
浙江卫视,http://113.57.140.161:10081/newlive/live/hls/32/live.m3u8$LR—IPV4【线路13】
浙江卫视,http://118.122.144.115:8888/newlive/live/hls/32/live.m3u8$LR—IPV4【线路14】
浙江卫视,http://171.38.148.188:9003/hls/59/index.m3u8$LR—IPV4【线路15】
浙江卫视,http://120.40.39.246:352/newlive/live/hls/32/live.m3u8$LR—IPV4【线路16】
浙江卫视,http://45.192.97.170:8880/play/5676.m3u8$LR—IPV4【线路17】
浙江卫视,http://ali-xwl.cztv.com/live/channel01720Plxw.m3u8$LR—IPV4【线路18】
浙江卫视,http://ali-xwl.cztv.com/live/channel011080Plxw.m3u8$LR—IPV4【线路19】
东方卫视,http://112.123.243.37:50085/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
东方卫视,http://119.166.53.110:9901/tsfile/live/0002_20.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
东方卫视,http://119.166.53.110:9901/tsfile/live/0002_59.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路3】
东方卫视,http://221.7.175.154:8445/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路4】
东方卫视,http://123.118.55.165:45237/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路5】
东方卫视,http://123.118.53.84:45237/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路6】
东方卫视,http://120.198.95.220:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路7】
东方卫视,http://120.237.39.10:9901/tsfile/live/1047_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路8】
东方卫视,http://1.192.153.44:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路9】
东方卫视,http://218.1.138.153:9003/hls/14/index.m3u8$LR—IPV4【线路10】
东方卫视,http://61.240.38.227:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路11】
东方卫视,http://113.57.140.161:10081/newlive/live/hls/29/live.m3u8$LR—IPV4【线路12】
东方卫视,http://118.122.144.115:8888/newlive/live/hls/29/live.m3u8$LR—IPV4【线路13】
东方卫视,http://112.234.22.76:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路14】
东方卫视,http://47.100.209.208:20002/651632648$LR—IPV4【线路15】
东方卫视,http://119.233.255.62:1234/651632648$LR—IPV4【线路16】
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8$LR—IPV4【线路17】
北京卫视,http://112.123.243.37:50085/tsfile/live/0127_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
北京卫视,http://119.166.53.110:9901/tsfile/live/0002_22.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
北京卫视,http://120.198.95.220:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路3】
北京卫视,http://120.198.95.220:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路4】
北京卫视,http://120.237.39.10:9901/tsfile/live/1050_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路5】
北京卫视,http://120.237.39.10:9901/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&down=1$LR—IPV4【线路6】
北京卫视,http://111.59.24.227:8181/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路7】
北京卫视,http://1.192.153.44:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路8】
北京卫视,http://218.1.138.153:9003/hls/20/index.m3u8$LR—IPV4【线路9】
北京卫视,http://61.240.38.227:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路10】
北京卫视,http://171.38.148.188:9003/hls/69/index.m3u8$LR—IPV4【线路11】
北京卫视,http://112.234.22.76:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路12】
北京卫视,http://47.100.209.208:20002/630287636$LR—IPV4【线路13】
北京卫视,http://119.233.255.62:1234/630287636$LR—IPV4【线路14】
江苏卫视,http://112.123.243.37:50085/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0$LR—IPV4【线路1】
江苏卫视,http://119.166.53.110:9901/tsfile/live/0002_21.m3u8?key=txiptv&playlive=1&authid=0$LR—IPV4【线路2】
